# Data generated with generateMultisineData.py script.
# TimeStep= 0.001 EndTime = 10.0 bias = 0.0 amplitude = 2.0
# frequencies = [0.2, 0.5, 0.9, 1.7, 2.8, 4.0]
# phases = [0.0, 1.1, 2.2, 0.7, 1.9, 2.8]
# time, data
8.600000000000000699e-02,5.597206462962015516e-01
8.700000000000000788e-02,5.535596923216421494e-01
8.799999999999999489e-02,5.476412687099397880e-01
8.899999999999999578e-02,5.419657874024156330e-01
8.999999999999999667e-02,5.365334881437052728e-01
9.099999999999999756e-02,5.313444391151103119e-01
9.199999999999999845e-02,5.263985376750991430e-01
9.299999999999999933e-02,5.216955112062653388e-01
9.400000000000000022e-02,5.172349180679801650e-01
9.500000000000000111e-02,5.130161486539134286e-01
9.600000000000000200e-02,5.090384265535311537e-01
9.700000000000000289e-02,5.053008098166175133e-01
9.800000000000000377e-02,5.018021923197959477e-01
9.900000000000000466e-02,4.985413052339710549e-01
1.000000000000000056e-01,4.955167185915449468e-01
1.010000000000000064e-01,4.927268429522040916e-01
1.020000000000000073e-01,4.901699311660023817e-01
1.030000000000000082e-01,4.878440802324269798e-01
1.040000000000000091e-01,4.857472332540444526e-01
1.049999999999999961e-01,4.838771814832986129e-01
1.059999999999999970e-01,4.822315664609496122e-01
1.069999999999999979e-01,4.808078822446043565e-01
1.079999999999999988e-01,4.796034777257205395e-01
1.089999999999999997e-01,4.786155590334230103e-01
1.100000000000000006e-01,4.778411920234135191e-01
1.110000000000000014e-01,4.772773048502056414e-01
1.120000000000000023e-01,4.769206906208587893e-01
1.130000000000000032e-01,4.767680101283505723e-01
1.140000000000000041e-01,4.768157946626633281e-01
1.150000000000000050e-01,4.770604488976248336e-01
1.160000000000000059e-01,4.774982538514911390e-01
1.170000000000000068e-01,4.781253699192204998e-01
1.180000000000000077e-01,4.789378399743409176e-01
1.190000000000000085e-01,4.799315925382713899e-01
1.199999999999999956e-01,4.811024450149261056e-01
