# This is the header
# time,motor_current,linear_position,linear_speed,motor_angle,motor_speed,linear_encoder,motor_encoder,force_motor,force_gravity,force_friction,net_force,linear_acceleration,commanded_current
2.056999999999999940e+00,5.659188941801007733e-01,-7.399035348230259546e-02,-6.500542967818701001e-02,-5.811188773412844739e+02,-5.105514508011005432e+02,-7.399035348230259546e-02,-5.811188773412844739e+02,3.555773280967728169e+02,2.941995000000000005e+02,-1.695094617808835835e+01,7.832877427486117483e+01,2.610959142495372642e-02,5.659188941801007733e-01
2.057999999999999829e+00,5.651130061820713868e-01,-7.405533297143523930e-02,-6.497948913264559034e-02,-5.816292250555173950e+02,-5.103477142328429750e+02,-7.405533297143523930e-02,-5.816292250555173950e+02,3.550709737339277581e+02,2.941995000000000005e+02,-1.695016289034560941e+01,7.782163662427336703e+01,2.594054554142445623e-02,5.651130061820713868e-01
2.059000000000000163e+00,5.645141259174570880e-01,-7.412028664571093661e-02,-6.495367427569893881e-02,-5.821393700203378785e+02,-5.101449648205003200e+02,-7.412028664571093661e-02,-5.821393700203378785e+02,3.546946861659893671e+02,2.941995000000000005e+02,-1.694938467397936677e+01,7.744457083996873337e+01,2.581485694665624359e-02,5.645141259174570880e-01
2.060000000000000053e+00,5.641234195452922151e-01,-7.418521458721719086e-02,-6.492794150625208482e-02,-5.826493128804597745e+02,-5.099428601218734229e+02,-7.418521458721719086e-02,-5.826493128804597745e+02,3.544491981122885704e+02,2.941995000000000005e+02,-1.694861022827096875e+01,7.719830834055953517e+01,2.573276944685317855e-02,5.641234195452922151e-01
2.060999999999999943e+00,5.639419097010216486e-01,-7.425011683422665099e-02,-6.490224700946581327e-02,-5.831590539364757433e+02,-5.097410560160197974e+02,-7.425011683422665099e-02,-5.831590539364757433e+02,3.543351521136256110e+02,2.941995000000000005e+02,-1.694783824518756177e+01,7.708349035881317945e+01,2.569449678627105937e-02,5.639419097010216486e-01
2.061999999999999833e+00,5.639704743522668817e-01,-7.431499338101370256e-02,-6.487654678705793987e-02,-5.836685931434168424e+02,-5.095392069412393425e+02,-7.431499338101370256e-02,-5.836685931434168424e+02,3.543530998133265371e+02,2.941995000000000005e+02,-1.694706741028397445e+01,7.710066722361051461e+01,2.570022240787016993e-02,5.639704743522668817e-01
2.063000000000000167e+00,5.642098457500756004e-01,-7.437984417770152068e-02,-6.485079668782396667e-02,-5.841779301095516530e+02,-5.093369661347826423e+02,-7.437984417770152068e-02,-5.841779301095516530e+02,3.545035012982935996e+02,2.941995000000000005e+02,-1.694629640361173983e+01,7.725029770190533895e+01,2.575009923396844730e-02,5.642098457500756004e-01
2.064000000000000057e+00,5.646606094764922146e-01,-7.444466913013987608e-02,-6.482495243835689758e-02,-5.846870640954257397e+02,-5.091339858741244484e+02,-7.444466913013987608e-02,-5.846870640954257397e+02,3.547867245005766108e+02,2.941995000000000005e+02,-1.694552390063471847e+01,7.753274840121133593e+01,2.584424946707044451e-02,5.646606094764922146e-01
2.064999999999999947e+00,5.653232035892700180e-01,-7.450946809981381924e-02,-6.479896967394585539e-02,-5.851959940131453095e+02,-5.089299177196402297e+02,-7.450946809981381924e-02,-5.851959940131453095e+02,3.552030446599795255e+02,2.941995000000000005e+02,-1.694474857315070793e+01,7.794829323313022940e+01,2.598276441104340959e-02,5.653232035892700180e-01
2.065999999999999837e+00,5.661979178643853361e-01,-7.457424090378345083e-02,-6.477280396963307207e-02,-5.857047184259038204e+02,-5.087244127585276487e+02,-7.457424090378345083e-02,-5.857047184259038204e+02,3.557526438481180548e+02,2.941995000000000005e+02,-1.694396909021837416e+01,7.849711293833642856e+01,2.616570431277881123e-02,5.661979178643853361e-01
2.067000000000000171e+00,5.672848931371035075e-01,-7.463898731465486158e-02,-6.474641087140857454e-02,-5.862132355477536976e+02,-5.085171218498087455e+02,-7.463898731465486158e-02,-5.862132355477536976e+02,3.564356105543990338e+02,2.941995000000000005e+02,-1.694318411908899336e+01,7.917929467348803030e+01,2.639309822449600884e-02,5.672848931371035075e-01
2.068000000000000060e+00,5.685841207421281629e-01,-7.470370706058238053e-02,-6.471974592752177680e-02,-5.867215432436239553e+02,-5.083076958702508819e+02,-7.470370706058238053e-02,-5.867215432436239553e+02,3.572519393342563490e+02,2.941995000000000005e+02,-1.694239232614225799e+01,7.999483166039860293e+01,2.666494388679953309e-02,5.685841207421281629e-01
2.068999999999999950e+00,5.700954420533852485e-01,-7.476839982530227025e-02,-6.469276471988917587e-02,-5.872296390295849733e+02,-5.080957859610419973e+02,-7.476839982530227025e-02,-5.872296390295849733e+02,3.582015305199881823e+02,2.941995000000000005e+02,-1.694159237782565341e+01,8.094362289781383879e+01,2.698120763260461463e-02,5.700954420533852485e-01
2.069999999999999840e+00,5.718185481239242973e-01,-7.483306524819784145e-02,-6.466542289557714041e-02,-5.877375200733599740e+02,-5.078810437750559004e+02,-7.483306524819784145e-02,-5.877375200733599740e+02,3.592841899945004229e+02,2.941995000000000005e+02,-1.694078294159667664e+01,8.202547293609710266e+01,2.734182431203236591e-02,5.718185481239242973e-01
2.071000000000000174e+00,5.737529794263426242e-01,-7.489770292439618116e-02,-6.463767619833878098e-02,-5.882451831950845644e+02,-5.076631217245423500e+02,-7.489770292439618116e-02,-5.882451831950845644e+02,3.604996290282107338e+02,2.941995000000000005e+02,-1.693996268686731455e+01,8.324009171507805149e+01,2.774669723835935034e-02,5.737529794263426242e-01
2.072000000000000064e+00,5.758981256940263194e-01,-7.496231240489636960e-02,-6.460948050018369693e-02,-5.887526248683136600e+02,-5.074416732290752634e+02,-7.496231240489636960e-02,-5.887526248683136600e+02,3.618474641792968782e+02,2.941995000000000005e+02,-1.693913028595016357e+01,8.458709446524704845e+01,2.819569815508234795e-02,5.758981256940263194e-01
2.072999999999999954e+00,5.782532258635488809e-01,-7.502689319672932455e-02,-6.458079183295953318e-02,-5.892598412212771564e+02,-5.072163529635934651e+02,-7.502689319672932455e-02,-5.892598412212771564e+02,3.633272172575049126e+02,2.941995000000000005e+02,-1.693828441500551207e+01,8.606600167251042421e+01,2.868866722417014181e-02,5.782532258635488809e-01
2.073999999999999844e+00,5.808173681183808057e-01,-7.509144476314924543e-02,-6.455156641992400302e-02,-5.897668280383835508e+02,-5.069868171063670843e+02,-7.509144476314924543e-02,-5.897668280383835508e+02,3.649383153516127436e+02,2.941995000000000005e+02,-1.693742375498878516e+01,8.767623910660152831e+01,2.922541303553384193e-02,5.808173681183808057e-01
2.075000000000000178e+00,5.835894900340803382e-01,-7.515596652385653220e-02,-6.452176070728625479e-02,-5.902735807619702655e+02,-5.067527235867227091e+02,-7.515596652385653220e-02,-5.902735807619702655e+02,3.666800909206561414e+02,2.941995000000000005e+02,-1.693654699259771945e+01,8.941713791325386751e+01,2.980571263775129084e-02,5.835894900340803382e-01
2.076000000000000068e+00,5.865683788250024566e-01,-7.522045785525223460e-02,-6.449133139569619699e-02,-5.907800944943027162e+02,-5.065137323323598935e+02,-7.522045785525223460e-02,-5.907800944943027162e+02,3.685517819489405156e+02,2.941995000000000005e+02,-1.693565282121858928e+01,9.128793477015909730e+01,3.042931159005303129e-02,5.865683788250024566e-01
2.076999999999999957e+00,5.897526716925880486e-01,-7.528491809072389296e-02,-6.446023547166061796e-02,-5.912863639998187182e+02,-5.062695055160929769e+02,-7.528491809072389296e-02,-5.912863639998187182e+02,3.705525321648775616e+02,2.941995000000000005e+02,-1.693473994187088749e+01,9.328777210674844866e+01,3.109592403558281495e-02,5.897526716925880486e-01
2.077999999999999847e+00,5.931408562751374625e-01,-7.534934652096275665e-02,-6.442843023886470066e-02,-5.917923837076206155e+02,-5.060197078018495631e+02,-7.534934652096275665e-02,-5.917923837076206155e+02,3.726813913235862401e+02,2.941995000000000005e+02,-1.693380706414981773e+01,9.541569838773605738e+01,3.180523279591201957e-02,5.931408562751374625e-01
2.079000000000000181e+00,5.967312711989262164e-01,-7.541374239431213045e-02,-6.439587334937792173e-02,-5.922981477142103586e+02,-5.057640065897610953e+02,-7.541374239431213045e-02,-5.922981477142103586e+02,3.749373155531690145e+02,2.941995000000000005e+02,-1.693285290716594105e+01,9.767066846033495153e+01,3.255688948677831762e-02,5.967312711989262164e-01
2.080000000000000071e+00,6.005221067305206439e-01,-7.547810491714684877e-02,-6.436252283472290725e-02,-5.928036497864704870e+02,-5.055020722601769876e+02,-7.547810491714684877e-02,-5.928036497864704870e+02,3.773191677645738764e+02,2.941995000000000005e+02,-1.693187620048133724e+01,1.000515439650552167e+02,3.335051465501840534e-02,6.005221067305206439e-01
2.080999999999999961e+00,6.045114055300090383e-01,-7.554243325428364186e-02,-6.432833713678627607e-02,-5.933088833648869240e+02,-5.052335784164380925e+02,-7.554243325428364186e-02,-5.933088833648869240e+02,3.798257181248633287e+02,2.941995000000000005e+02,-1.693087568504168772e+01,1.025570938099050124e+02,3.418569793663500667e-02,6.045114055300090383e-01
2.081999999999999851e+00,6.086970635047947997e-01,-7.560672652942218575e-02,-6.429327513855034870e-02,-5.938138415670131280e+02,-5.049582021262426679e+02,-7.560672652942218575e-02,-5.938138415670131280e+02,3.824556445936686373e+02,2.941995000000000005e+02,-1.692985011410358709e+01,1.051859947077722239e+02,3.506199823592407588e-02,6.086970635047947997e-01
2.083000000000000185e+00,6.130768307636172976e-01,-7.567098382561680825e-02,-6.425729619462475228e-02,-5.943185171911745783e+02,-5.046756241614412488e+02,-7.567098382561680825e-02,-5.943185171911745783e+02,3.852075335226186326e+02,2.941995000000000005e+02,-1.692879825415651140e+01,1.079368317767751364e+02,3.597894392559171373e-02,6.130768307636172976e-01
2.084000000000000075e+00,6.176483126702914106e-01,-7.573520418577836533e-02,-6.422036016155699412e-02,-5.948229027204106387e+02,-5.043855292360951807e+02,-7.573520418577836533e-02,-5.948229027204106387e+02,3.880798803174238287e+02,2.941995000000000005e+02,-1.692771888583874329e+01,1.108080992032625716e+02,3.693603306775419121e-02,6.176483126702914106e-01
2.084999999999999964e+00,6.224089709966936779e-01,-7.579938661320625992e-02,-6.418242742790127020e-02,-5.953269903266532310e+02,-5.040876062426366957e+02,-7.579938661320625992e-02,-5.953269903266532310e+02,3.910710901623191376e+02,2.941995000000000005e+02,-1.692661080484671032e+01,1.137982009671658545e+02,3.793273365572195216e-02,6.224089709966936779e-01
2.085999999999999854e+00,6.273561251743364764e-01,-7.586353007215028421e-02,-6.414345894402484483e-02,-5.958307718751392486e+02,-5.037815484859673916e+02,-7.586353007215028421e-02,-5.958307718751392486e+02,3.941794788064508452e+02,2.941995000000000005e+02,-1.692547282283703680e+01,1.169054516292878816e+02,3.896848387642929540e-02,6.273561251743364764e-01
2.087000000000000188e+00,6.324869536439621243e-01,-7.592763348840191051e-02,-6.410341625163144819e-02,-5.963342389290545498e+02,-5.034670539153348159e+02,-7.592763348840191051e-02,-5.963342389290545498e+02,3.974032734118518988e+02,2.941995000000000005e+02,-1.692430376832074401e+01,1.201280771801726388e+02,4.004269239339088016e-02,6.324869536439621243e-01
2.088000000000000078e+00,6.377984953023589920e-01,-7.599169574991489207e-02,-6.406226151298143046e-02,-5.968373827544083952e+02,-5.031438253538265144e+02,-7.599169574991489207e-02,-5.968373827544083952e+02,4.007406134625030631e+02,2.941995000000000005e+02,-1.692310248754894531e+01,1.234642159500520080e+02,4.115473865001733483e-02,6.377984953023589920e-01
2.088999999999999968e+00,6.432876510456774222e-01,-7.605571570745467413e-02,-6.401995753978828585e-02,-5.973401943251336661e+02,-5.028115707253234064e+02,-7.605571570745467413e-02,-5.973401943251336661e+02,4.041895517340269635e+02,2.941995000000000005e+02,-1.692186784538944266e+01,1.269119195794164057e+02,4.230397319313880522e-02,6.432876510456774222e-01
2.089999999999999858e+00,6.489511854083620523e-01,-7.611969217527644882e-02,-6.397646782177172919e-02,-5.978426643284124111e+02,-5.024700032787546888e+02,-7.611969217527644882e-02,-5.978426643284124111e+02,4.077480553234595959e+02,2.941995000000000005e+02,-1.692059872619364924e+01,1.304691540496532411e+02,4.348971801655108355e-02,6.489511854083620523e-01
2.091000000000000192e+00,6.547857282968021497e-01,-7.618362393183129855e-02,-6.393175655484732711e-02,-5.983447831702219446e+02,-5.021188418094986901e+02,-7.618362393183129855e-02,-5.983447831702219446e+02,4.114140067385351927e+02,2.941995000000000005e+02,-1.691929403465315218e+01,1.341338007731883408e+02,4.471126692439611472e-02,6.547857282968021497e-01
2.092000000000000082e+00,6.607877768167295107e-01,-7.624750972050023390e-02,-6.388578866893315777e-02,-5.988465409810996789e+02,-5.017578108777761372e+02,-7.624750972050023390e-02,-5.988465409810996789e+02,4.151852050458738859e+02,2.941995000000000005e+02,-1.691795269664541834e+01,1.379036577425193002e+02,4.596788591417309833e-02,6.607877768167295107e-01
2.092999999999999972e+00,6.669536971933307523e-01,-7.631134825035558455e-02,-6.383852985535398705e-02,-5.993479276221235068e+02,-5.013866410238819071e+02,-7.631134825035558455e-02,-5.993479276221235068e+02,4.190593670774238717e+02,2.941995000000000005e+02,-1.691657366006799634e+01,1.417764407374918676e+02,4.725881357916395659e-02,6.669536971933307523e-01
2.093999999999999861e+00,6.732797267829681021e-01,-7.637513819694941031e-02,-6.378994659382394850e-02,-5.998489326911036414e+02,-5.010050689801064436e+02,-7.637513819694941031e-02,-5.998489326911036414e+02,4.230341286944631634e+02,2.941995000000000005e+02,-1.691515589566061806e+01,1.457497845901237952e+02,4.858326153004126347e-02,6.732797267829681021e-01
2.095000000000000195e+00,6.797619761753594947e-01,-7.643887820312840475e-02,-6.374000617898853416e-02,-6.003495455289829579e+02,-5.006128378791960358e+02,-7.643887820312840475e-02,-6.003495455289829579e+02,4.271070461084378849e+02,2.941995000000000005e+02,-1.691369839781471995e+01,1.498212445062526115e+02,4.994041483541753618e-02,6.797619761753594947e-01
2.096000000000000085e+00,6.863964313849724164e-01,-7.650256687987491699e-02,-6.368867674650745270e-02,-6.008497552264421984e+02,-5.002096974592072911e+02,-7.650256687987491699e-02,-6.008497552264421984e+02,4.312755972578559636e+02,2.941995000000000005e+02,-1.691220018536965597e+01,1.539882974432256333e+02,5.132943248107520867e-02,6.863964313849724164e-01
2.096999999999999975e+00,6.931789561304265712e-01,-7.656620280717357785e-02,-6.363592729865982789e-02,-6.013495506307067444e+02,-4.997954042646097150e+02,-7.656620280717357785e-02,-6.013495506307067444e+02,4.355371832404779298e+02,2.941995000000000005e+02,-1.691066030239522178e+01,1.582483435428731582e+02,5.274944784762438527e-02,6.931789561304265712e-01
2.097999999999999865e+00,7.001052942004682977e-01,-7.662978453490303099e-02,-6.358172772945354378e-02,-6.018489203525502944e+02,-4.993697218434942329e+02,-7.662978453490303099e-02,-6.018489203525502944e+02,4.398891297999024346e+02,2.941995000000000005e+02,-1.690907781895979412e+01,1.625987076188622211e+02,5.419956920628740682e-02,7.001052942004682977e-01
2.099000000000000199e+00,7.071710719051981231e-01,-7.669331058375225552e-02,-6.352604884922101458e-02,-6.023478527734910131e+02,-4.989324209407477042e+02,-7.669331058375225552e-02,-6.023478527734910131e+02,4.443286888657179929e+02,2.941995000000000005e+02,-1.690745183188360556e+01,1.670366406976015980e+02,5.567888023253386720e-02,7.071710719051981231e-01
2.100000000000000089e+00,7.143718006110614249e-01,-7.675677944616093873e-02,-6.346886240868375439e-02,-6.028463360531781063e+02,-4.984832796870556990e+02,-7.675677944616093873e-02,-6.028463360531781063e+02,4.488530401462846271e+02,2.941995000000000005e+02,-1.690578146547662897e+01,1.715593216117612485e+02,5.718644053725374654e-02,7.143718006110614249e-01
2.100999999999999979e+00,7.217028793581224955e-01,-7.682018958728341340e-02,-6.341014112246859402e-02,-6.033443581369617732e+02,-4.980220837835984753e+02,-7.682018958728341340e-02,-6.033443581369617732e+02,4.534592927732156795e+02,2.941995000000000005e+02,-1.690406587226051371e+01,1.761638586454761821e+02,5.872128621515872865e-02,7.217028793581224955e-01
2.101999999999999869e+00,7.291595975580282829e-01,-7.688353944597546563e-02,-6.334985869205851661e-02,-6.038419067636440332e+02,-4.975486266823063488e+02,-7.688353944597546563e-02,-6.038419067636440332e+02,4.581444869965583848e+02,2.941995000000000005e+02,-1.690230423367405876e+01,1.808472912302324289e+02,6.028243041007747688e-02,7.291595975580282829e-01
2.103000000000000203e+00,7.367371377710529856e-01,-7.694682743580362472e-02,-6.328798982816170871e-02,-6.043389694734055411e+02,-4.970627097615459320e+02,-7.694682743580362472e-02,-6.043389694734055411e+02,4.629055959296622973e+02,2.941995000000000005e+02,-1.690049576076175697e+01,1.856065916904240680e+02,6.186886389680801984e-02,7.367371377710529856e-01
2.104000000000000092e+00,7.444305785605660475e-01,-7.701005194607610238e-02,-6.322451027248253419e-02,-6.048355336159025910e+02,-4.965641424971088895e+02,-7.701005194607610238e-02,-6.048355336159025910e+02,4.677395273426947711e+02,2.941995000000000005e+02,-1.689863969484485295e+01,1.904386670375396307e+02,6.347955567917987207e-02,7.444305785605660475e-01
2.104999999999999982e+00,7.522348974231927166e-01,-7.707321134289497888e-02,-6.315939681887856871e-02,-6.053315863585310126e+02,-4.960527426283786667e+02,-7.707321134289497888e-02,-6.053315863585310126e+02,4.726431255037147707e+02,2.941995000000000005e+02,-1.689673530817447755e+01,1.953403608118892407e+02,6.511345360396307569e-02,7.522348974231927166e-01
2.105999999999999872e+00,7.601449737928749339e-01,-7.713630397022887275e-02,-6.309262733388831812e-02,-6.058271146948505930e+02,-4.955283363195553079e+02,-7.713630397022887275e-02,-6.058271146948505930e+02,4.776131730661803658e+02,2.941995000000000005e+02,-1.689478190456635787e+01,2.003084549707467090e+02,6.676948499024890071e-02,7.601449737928749339e-01
2.107000000000000206e+00,7.681555921170319934e-01,-7.719932815100548351e-02,-6.302418077661439688e-02,-6.063221054531663867e+02,-4.949907583158171178e+02,-7.719932815100548351e-02,-6.063221054531663867e+02,4.826463930017570760e+02,2.941995000000000005e+02,-1.689277882001664821e+01,2.053396718217737202e+02,6.844655727392456868e-02,7.681555921170319934e-01
2.108000000000000096e+00,7.762614450029200475e-01,-7.726228218822342453e-02,-6.295403721794755325e-02,-6.068165453052606608e+02,-4.944398520943061612e+02,-7.726228218822342453e-02,-6.068165453052606608e+02,4.877394505772342086e+02,2.941995000000000005e+02,-1.689072542329843074e+01,2.104306760005326282e+02,7.014355866684421348e-02,7.762614450029200475e-01
2.108999999999999986e+00,7.844571364323112972e-01,-7.732516436608254107e-02,-6.288217785911724700e-02,-6.073104207752704724e+02,-4.938754700098237436e+02,-7.732516436608254107e-02,-6.073104207752704724e+02,4.928889553743670717e+02,2.941995000000000005e+02,-1.688862111653842746e+01,2.155780764909054881e+02,7.185935883030182547e-02,7.844571364323112972e-01
2.109999999999999876e+00,7.927371850424601574e-01,-7.738797295113208907e-02,-6.280858504955486032e-02,-6.078037182487055361e+02,-4.932974734351281541e+02,-7.738797295113208907e-02,-6.078037182487055361e+02,4.980914633513691001e+02,2.941995000000000005e+02,-1.688646533577351860e+01,2.207784286871426218e+02,7.359280956238087312e-02,7.927371850424601574e-01
2.111000000000000210e+00,8.010960274714012952e-01,-7.745070619343615015e-02,-6.273324230405609436e-02,-6.082964239816012650e+02,-4.927057328957276354e+02,-7.745070619343615015e-02,-6.082964239816012650e+02,5.033434789448243123e+02,2.941995000000000005e+02,-1.688425755148664464e+01,2.260282364963109671e+02,7.534274549877031935e-02,8.010960274714012952e-01
2.112000000000000099e+00,8.095280217654757804e-01,-7.751336232775538071e-02,-6.265613431922949228e-02,-6.087885241098003917e+02,-4.921001281990667167e+02,-7.751336232775538071e-02,-6.087885241098003917e+02,5.086414572106994001e+02,2.941995000000000005e+02,-1.688199726912168330e+01,2.313239544798210829e+02,7.710798482660702335e-02,8.095280217654757804e-01
2.112999999999999989e+00,8.180274508470234407e-01,-7.757593957474459567e-02,-6.257724698921858508e-02,-6.092800046583582798e+02,-4.914805485580077971e+02,-7.757593957474459567e-02,-6.092800046583582798e+02,5.139818060031589084e+02,2.941995000000000005e+02,-1.687968402957688596e+01,2.366619900327357868e+02,7.888733001091192965e-02,8.180274508470234407e-01
2.113999999999999879e+00,8.265885260400566148e-01,-7.763843614216528466e-02,-6.249656742068541992e-02,-6.097708515510668121e+02,-4.908468927085112909e+02,-7.763843614216528466e-02,-6.097708515510668121e+02,5.193608881898114760e+02,2.941995000000000005e+02,-1.687731740967655725e+01,2.420387055994880257e+02,8.067956853316267385e-02,8.265885260400566148e-01
2.115000000000000213e+00,8.352053906517643567e-01,-7.770085022611232517e-02,-6.241408394704386908e-02,-6.102610506200882128e+02,-4.901990690214241795e+02,-7.770085022611232517e-02,-6.102610506200882128e+02,5.247750239020352865e+02,2.941995000000000005e+02,-1.687489702262056213e+01,2.474504209246558446e+02,8.248347364155195205e-02,8.352053906517643567e-01
2.116000000000000103e+00,8.438721236075904519e-01,-7.776318001225425436e-02,-6.232978614193140920e-02,-6.107505876156965314e+02,-4.895369956082865315e+02,-7.776318001225425436e-02,-6.107505876156965314e+02,5.302204928189647717e+02,2.941995000000000005e+02,-1.687242251841131591e+01,2.528934153373760978e+02,8.429780511245869856e-02,8.438721236075904519e-01
2.116999999999999993e+00,8.525827431376726828e-01,-7.782542367708616959e-02,-6.224366483190874044e-02,-6.112394482161176938e+02,-4.888606004210746505e+02,-7.782542367708616959e-02,-6.112394482161176938e+02,5.356935364837491989e+02,2.941995000000000005e+02,-1.686989358425794094e+01,2.583639300680071642e+02,8.612131002266905366e-02,8.525827431376726828e-01
2.117999999999999883e+00,8.613312105122917783e-01,-7.788757938919455004e-02,-6.215571210837688571e-02,-6.117276180374634578e+02,-4.881698213457974589e+02,-7.788757938919455004e-02,-6.117276180374634578e+02,5.411903606506039068e+02,2.941995000000000005e+02,-1.686730994495726321e+01,2.638581705955611483e+02,8.795272353185371039e-02,8.613312105122917783e-01
2.119000000000000217e+00,8.701114338240385493e-01,-7.794964531053324985e-02,-6.206592133870206252e-02,-6.122150826437533624e+02,-4.874646062898709715e+02,-7.794964531053324985e-02,-6.122150826437533624e+02,5.467071376612161657e+02,2.941995000000000005e+02,-1.686467136325130767e+01,2.693723090244674836e+02,8.979076967482249594e-02,8.701114338240385493e-01
2.120000000000000107e+00,8.789172718143011265e-01,-7.801161959770978871e-02,-6.197428717653900854e-02,-6.127018275570164860e+02,-4.867449132631977022e+02,-7.801161959770978871e-02,-6.127018275570164860e+02,5.522400088489984000e+02,2.941995000000000005e+02,-1.686197764016106149e+01,2.749024864891594575e+02,9.163416216305315942e-02,8.789172718143011265e-01
2.120999999999999996e+00,8.877425377417195174e-01,-7.807350040328113472e-02,-6.188080557134400389e-02,-6.131878382674693739e+02,-4.860107104528816535e+02,-7.807350040328113472e-02,-6.131878382674693739e+02,5.577850869697091412e+02,2.941995000000000005e+02,-1.685922861529617123e+01,2.804448155850053013e+02,9.348160519500177401e-02,8.877425377417195174e-01
2.121999999999999886e+00,8.965810032901292415e-01,-7.813528587705820261e-02,-6.178547377706932603e-02,-6.136731002437609277e+02,-4.852619762915145429e+02,-7.813528587705820261e-02,-6.136731002437609277e+02,5.633384586568872692e+02,2.941995000000000005e+02,-1.685642416714032166e+01,2.859953828240276152e+02,9.533179427467587674e-02,8.965810032901292415e-01
2.123000000000000220e+00,9.054264025135886351e-01,-7.819697416741823448e-02,-6.168829036003135868e-02,-6.141575989432799361e+02,-4.844986995189714207e+02,-7.819697416741823448e-02,-6.141575989432799361e+02,5.688961869005850076e+02,2.941995000000000005e+02,-1.685356421331207954e+01,2.915502511138971045e+02,9.718341703796570807e-02,9.054264025135886351e-01
2.124000000000000110e+00,9.142724358159275422e-01,-7.825856342262417498e-02,-6.158925520594515923e-02,-6.146413198225175165e+02,-4.837208792376605970e+02,-7.825856342262417498e-02,-6.146413198225175165e+02,5.744543135477927081e+02,2.941995000000000005e+02,-1.685064871080093951e+01,2.971054622585936613e+02,9.903515408619788241e-02,9.142724358159275422e-01
2.125000000000000000e+00,9.231127739624397366e-01,-7.832005179215029145e-02,-6.148836952611874684e-02,-6.151242483474786695e+02,-4.829285249611729114e+02,-7.832005179215029145e-02,-6.151242483474786695e+02,5.800088618230591919e+02,2.941995000000000005e+02,-1.684767765617835522e+01,3.026570394792375396e+02,1.008856798264125137e-01,9.231127739624397366e-01
2.125999999999999890e+00,9.319410621210402201e-01,-7.838143742801309544e-02,-6.138563586280094270e-02,-6.156063700041349875e+02,-4.821216566562839603e+02,-7.838143742801309544e-02,-6.156063700041349875e+02,5.855558388676257664e+02,2.941995000000000005e+02,-1.684465108578356052e+01,3.082009899534093051e+02,1.027336633178031061e-01,9.319410621210402201e-01
2.127000000000000224e+00,9.407509239304440163e-01,-7.844271848610677444e-02,-6.128105809367713486e-02,-6.160876703089132889e+02,-4.813003047782635804e+02,-7.844271848610677444e-02,-6.160876703089132889e+02,5.910912382955386875e+02,2.941995000000000005e+02,-1.684156907588402774e+01,3.137333073714227112e+02,1.045777691238075763e-01,9.407509239304440163e-01
2.128000000000000114e+00,9.495359655926912668e-01,-7.850389312754228743e-02,-6.117464143550784689e-02,-6.165681348192127871e+02,-4.804645102994530248e+02,-7.850389312754228743e-02,-6.165681348192127871e+02,5.966110427650579595e+02,2.941995000000000005e+02,-1.683843174281031452e+01,3.192499745078682736e+02,1.064166581692894270e-01,9.495359655926912668e-01
2.129000000000000004e+00,9.582897799875468303e-01,-7.856495951998919425e-02,-6.106639244690555135e-02,-6.170477491439438609e+02,-4.796143247310743050e+02,-7.856495951998919425e-02,-6.170477491439438609e+02,6.021112265638113286e+02,2.941995000000000005e+02,-1.683523924306523512e+01,3.247469658068765739e+02,1.082489886022921927e-01,9.582897799875468303e-01
2.129999999999999893e+00,9.670059508060490083e-01,-7.862591583901944181e-02,-6.095631903024575915e-02,-6.175264989540820579e+02,-4.787498101382394680e+02,-7.862591583901944181e-02,-6.175264989540820579e+02,6.075877582059792985e+02,2.941995000000000005e+02,-1.683199177340716801e+01,3.302202499793864945e+02,1.100734166597955033e-01,9.670059508060490083e-01
2.131000000000000227e+00,9.756780567006162475e-01,-7.868676026945214952e-02,-6.084443043270883200e-02,-6.180043699932301706e+02,-4.778710391481332636e+02,-7.868676026945214952e-02,-6.180043699932301706e+02,6.130366030398843122e+02,2.941995000000000005e+02,-1.682868957090737183e+01,3.356657926107916978e+02,1.118885975369305619e-01,9.756780567006162475e-01
2.132000000000000117e+00,9.842996754490752620e-01,-7.874749100669860280e-02,-6.073073724644972859e-02,-6.184813480881815622e+02,-4.769780949513462360e+02,-7.874749100669860280e-02,-6.184813480881815622e+02,6.184537258643265432e+02,2.941995000000000005e+02,-1.682533291298126343e+01,3.410795587773077955e+02,1.136931862591026021e-01,9.842996754490752620e-01
2.133000000000000007e+00,9.928643881299962226e-01,-7.880810625810649728e-02,-6.061525140789325583e-02,-6.189574191594779222e+02,-4.760710712963395395e+02,-7.880810625810649728e-02,-6.189574191594779222e+02,6.238350935520242047e+02,2.941995000000000005e+02,-1.682192211739349119e+01,3.464575156694177167e+02,1.154858385564725698e-01,9.928643881299962226e-01
2.133999999999999897e+00,1.001365783306555901e+00,-7.886860424430265637e-02,-6.049798619615304185e-02,-6.194325692319549717e+02,-4.751500724770277770e+02,-7.886860424430265637e-02,-6.194325692319549717e+02,6.291766776784129434e+02,2.941995000000000005e+02,-1.681845754223679634e+01,3.517956352206497286e+02,1.172652117402165767e-01,1.001365783306555901e+00
2.135000000000000231e+00,1.009797461216372039e+00,-7.892898320053322314e-02,-6.037895623057301653e-02,-6.199067844452684994e+02,-4.742152133134696328e+02,-7.892898320053322314e-02,-6.199067844452684994e+02,6.344744571541957612e+02,2.941995000000000005e+02,-1.681493958588459137e+01,3.570898967400803485e+02,1.190299655800267781e-01,1.009797461216372039e+00
